GeneID	TranscriptID	ProteinID	Symbol	Strand	Chrom
ENSG00000163349	ENST00000426820	ENSP00000407442	HIPK1	+	1
ENSG00000181656	ENST00000315033	ENSP00000314223	GPR88	+	1
ENSG00000122481	ENST00000370202	ENSP00000359221	RWDD3	+	1
ENSG00000198162	ENST00000356554	ENSP00000348959	MAN1A2	+	1
ENSG00000171517	ENST00000370611	ENSP00000359643	LPAR3	-	1
ENSG00000117543	ENST00000370109	ENSP00000359127	DPH5	-	1
ENSG00000143079	ENST00000271277	ENSP00000271277	CTTNBP2NL	+	1
ENSG00000134243	ENST00000256637	ENSP00000256637	SORT1	-	1
ENSG00000134250	ENST00000256646	ENSP00000256646	NOTCH2	-	1
ENSG00000162643	ENST00000294664	ENSP00000294664	DNAI3	+	1
ENSG00000143093	ENST00000369795	ENSP00000358810	STRIP1	+	1
ENSG00000188761	ENST00000393316	ENSP00000376992	BCL2L15	-	1
ENSG00000085491	ENST00000565488	ENSP00000457733	SLC25A24	-	1
ENSG00000117598	ENST00000263177	ENSP00000263177	PLPPR5	-	1
ENSG00000221986	ENST00000357155	ENSP00000349678	MYBPHL	-	1
ENSG00000173947	ENST00000369738	ENSP00000358753	PIFO	+	1
ENSG00000134198	ENST00000369516	ENSP00000358529	TSPAN2	-	1
ENSG00000215784	ENST00000400889	ENSP00000383682	FAM72D	+	1
ENSG00000198799	ENST00000361127	ENSP00000355396	LRIG2	+	1
ENSG00000143106	ENST00000271308	ENSP00000271308	PSMA5	-	1
ENSG00000117620	ENST00000533028	ENSP00000433849	SLC35A3	+	1
ENSG00000162688	ENST00000361915	ENSP00000355106	AGL	+	1
ENSG00000197106	ENST00000331565	ENSP00000330199	SLC6A17	+	1
ENSG00000271601	ENST00000604000	ENSP00000474487	LIX1L	-	1
ENSG00000203859	ENST00000369416	ENSP00000358424	HSD3B2	+	1
ENSG00000060718	ENST00000370096	ENSP00000359114	COL11A1	-	1
ENSG00000185946	ENST00000423855	ENSP00000391432	RNPC3	+	1
ENSG00000162627	ENST00000306121	ENSP00000304429	SNX7	+	1
ENSG00000134262	ENST00000369569	ENSP00000358582	AP4B1	-	1
ENSG00000186141	ENST00000334163	ENSP00000334564	POLR3C	+	1
ENSG00000031698	ENST00000234677	ENSP00000234677	SARS1	+	1
ENSG00000162695	ENST00000357650	ENSP00000350278	SLC30A7	+	1
ENSG00000134184	ENST00000309851	ENSP00000311469	GSTM1	+	1
ENSG00000265808	ENST00000578049	ENSP00000463393	SEC22B	-	1
ENSG00000162601	ENST00000472487	ENSP00000418734	MYSM1	-	1
ENSG00000272031	ENST00000606888	ENSP00000475189	ANKRD34A	-	1
ENSG00000134247	ENST00000393203	ENSP00000376899	PTGFRN	+	1
ENSG00000116752	ENST00000369541	ENSP00000358554	BCAS2	-	1
ENSG00000162664	ENST00000340281	ENSP00000340796	ZNF326	+	1
ENSG00000134253	ENST00000256649	ENSP00000256649	TRIM45	-	1
ENSG00000173218	ENST00000355485	ENSP00000347672	VANGL1	+	1
ENSG00000168509	ENST00000336751	ENSP00000337014	HJV	-	1
ENSG00000121933	ENST00000369716	ENSP00000358730	TMIGD3	-	1
ENSG00000183508	ENST00000369448	ENSP00000358458	TENT5C	+	1
ENSG00000174827	ENST00000417171	ENSP00000394485	PDZK1	-	1
ENSG00000136631	ENST00000644510	ENSP00000495563	VPS45	+	1
ENSG00000265491	ENST00000582693	ENSP00000463650	RNF115	-	1
ENSG00000198765	ENST00000369522	ENSP00000358535	SYCP1	+	1
ENSG00000143398	ENST00000368888	ENSP00000357883	PIP5K1A	+	1
ENSG00000196505	ENST00000369443	ENSP00000358451	GDAP2	-	1
ENSG00000117360	ENST00000324862	ENSP00000315379	PRPF3	+	1
ENSG00000118655	ENST00000650450	ENSP00000498042	DCLRE1B	+	1
ENSG00000116489	ENST00000263168	ENSP00000263168	CAPZA1	+	1
ENSG00000134200	ENST00000256592	ENSP00000256592	TSHB	+	1
ENSG00000143442	ENST00000271715	ENSP00000271715	POGZ	-	1
ENSG00000118292	ENST00000369099	ENSP00000358095	C1orf54	+	1
ENSG00000065183	ENST00000349139	ENSP00000308179	WDR3	+	1
ENSG00000235942	ENST00000431011	ENSP00000411070	LCE6A	+	1
ENSG00000023902	ENST00000369124	ENSP00000358120	PLEKHO1	+	1
ENSG00000163393	ENST00000369503	ENSP00000358515	SLC22A15	+	1
ENSG00000131778	ENST00000369258	ENSP00000358262	CHD1L	+	1
ENSG00000163156	ENST00000368905	ENSP00000357901	SCNM1	+	1
ENSG00000143631	ENST00000368799	ENSP00000357789	FLG	-	1
ENSG00000159377	ENST00000290541	ENSP00000290541	PSMB4	+	1
ENSG00000156150	ENST00000647563	ENSP00000497310	ALX3	-	1
ENSG00000169469	ENST00000307098	ENSP00000306461	SPRR1B	+	1
ENSG00000177551	ENST00000320238	ENSP00000322087	NHLH2	-	1
ENSG00000197323	ENST00000358465	ENSP00000351250	TRIM33	-	1
ENSG00000244094	ENST00000468739	ENSP00000418193	SPRR2F	-	1
ENSG00000079335	ENST00000336454	ENSP00000336739	CDC14A	+	1
ENSG00000143119	ENST00000271324	ENSP00000271324	CD53	+	1
ENSG00000117362	ENST00000369109	ENSP00000358105	APH1A	-	1
ENSG00000143520	ENST00000388718	ENSP00000373370	FLG2	-	1
ENSG00000171943	ENST00000367123	ENSP00000478290	SRGAP2C	+	1
ENSG00000196734	ENST00000360090	ENSP00000353203	LCE1B	+	1
ENSG00000155761	ENST00000336338	ENSP00000337804	SPAG17	-	1
ENSG00000159208	ENST00000290363	ENSP00000290363	CIART	+	1
ENSG00000143373	ENST00000336715	ENSP00000336620	ZNF687	+	1
ENSG00000116830	ENST00000369466	ENSP00000358478	TTF2	+	1
ENSG00000143556	ENST00000368723	ENSP00000357712	S100A7	-	1
ENSG00000163218	ENST00000359650	ENSP00000352672	PGLYRP4	-	1
ENSG00000173207	ENST00000308987	ENSP00000311083	CKS1B	+	1
ENSG00000143614	ENST00000368655	ENSP00000357644	GATAD2B	-	1
ENSG00000169418	ENST00000368680	ENSP00000357669	NPR1	+	1
ENSG00000081026	ENST00000307546	ENSP00000304604	MAGI3	+	1
ENSG00000085465	ENST00000369732	ENSP00000358747	OVGP1	-	1
ENSG00000186150	ENST00000334179	ENSP00000334044	UBL4B	+	1
ENSG00000143554	ENST00000624995	ENSP00000485061	SLC27A3	+	1
ENSG00000143458	ENST00000368918	ENSP00000357914	GABPB2	+	1
ENSG00000118298	ENST00000369111	ENSP00000358107	CA14	+	1
ENSG00000143595	ENST00000324978	ENSP00000318355	AQP10	+	1
ENSG00000073754	ENST00000368174	ENSP00000357156	CD5L	-	1
ENSG00000143546	ENST00000368733	ENSP00000357722	S100A8	-	1
ENSG00000143416	ENST00000368868	ENSP00000357861	SELENBP1	-	1
ENSG00000131781	ENST00000254090	ENSP00000254090	FMO5	-	1
ENSG00000121851	ENST00000369314	ENSP00000358320	POLR3GL	+	1
ENSG00000134202	ENST00000361066	ENSP00000354357	GSTM3	-	1
ENSG00000163220	ENST00000368738	ENSP00000357727	S100A9	+	1
ENSG00000163155	ENST00000368908	ENSP00000357904	LYSMD1	-	1
ENSG00000163216	ENST00000360379	ENSP00000353542	SPRR2D	-	1
ENSG00000143603	ENST00000271915	ENSP00000271915	KCNN3	-	1
ENSG00000160688	ENST00000292180	ENSP00000292180	FLAD1	+	1
ENSG00000116459	ENST00000369722	ENSP00000358737	ATP5PB	+	1
ENSG00000163344	ENST00000368467	ENSP00000357452	PMVK	-	1
ENSG00000162738	ENST00000368061	ENSP00000357040	VANGL2	+	1
ENSG00000186364	ENST00000334513	ENSP00000334437	NUDT17	+	1
ENSG00000175984	ENST00000393274	ENSP00000376955	DENND2C	-	1
ENSG00000143127	ENST00000369304	ENSP00000358310	ITGA10	-	1
ENSG00000186844	ENST00000335123	ENSP00000334869	LCE1A	+	1
ENSG00000241794	ENST00000392653	ENSP00000376423	SPRR2A	-	1
ENSG00000203783	ENST00000368744	ENSP00000357733	PRR9	+	1
ENSG00000143549	ENST00000651641	ENSP00000498577	TPM3	-	1
ENSG00000116824	ENST00000369478	ENSP00000358490	CD2	+	1
ENSG00000088035	ENST00000263440	ENSP00000263440	ALG6	+	1
ENSG00000163354	ENST00000368424	ENSP00000357409	DCST2	-	1
ENSG00000163206	ENST00000368765	ENSP00000357754	SMCP	+	1
ENSG00000024526	ENST00000456315	ENSP00000412292	DEPDC1	-	1
ENSG00000117262	ENST00000313835	ENSP00000319673	GPR89A	+	1
ENSG00000203782	ENST00000368742	ENSP00000357731	LORICRIN	+	1
ENSG00000163263	ENST00000368525	ENSP00000357511	C1orf189	-	1
ENSG00000143624	ENST00000318967	ENSP00000318641	INTS3	+	1
ENSG00000253831	ENST00000454449	ENSP00000430271	ETV3L	-	1
ENSG00000163221	ENST00000368737	ENSP00000357726	S100A12	-	1
ENSG00000271567	ENST00000581164	ENSP00000463419	PPIAL4E	-	1
ENSG00000137947	ENST00000370500	ENSP00000359531	GTF2B	-	1
ENSG00000117586	ENST00000281834	ENSP00000281834	TNFSF4	-	1
ENSG00000239887	ENST00000458626	ENSP00000437071	C1orf226	+	1
ENSG00000184330	ENST00000368729	ENSP00000357718	S100A7A	+	1
ENSG00000014914	ENST00000439741	ENSP00000391668	MTMR11	-	1
ENSG00000162728	ENST00000368088	ENSP00000357067	KCNJ9	+	1
ENSG00000184371	ENST00000329608	ENSP00000327513	CSF1	+	1
ENSG00000143375	ENST00000271636	ENSP00000271636	CGN	+	1
ENSG00000163154	ENST00000368910	ENSP00000357906	TNFAIP8L2	+	1
ENSG00000143569	ENST00000428931	ENSP00000389445	UBAP2L	+	1
ENSG00000184148	ENST00000328051	ENSP00000332163	SPRR4	+	1
ENSG00000196184	ENST00000423932	ENSP00000399078	OR10J1	+	1
ENSG00000162729	ENST00000314485	ENSP00000316664	IGSF8	-	1
ENSG00000143158	ENST00000271373	ENSP00000271373	MPC2	-	1
ENSG00000162739	ENST00000368057	ENSP00000357036	SLAMF6	-	1
ENSG00000203785	ENST00000368750	ENSP00000357739	SPRR2E	-	1
ENSG00000159516	ENST00000368748	ENSP00000357737	SPRR2G	-	1
ENSG00000117281	ENST00000369288	ENSP00000358294	CD160	+	1
ENSG00000000460	ENST00000359326	ENSP00000352276	C1orf112	+	1
ENSG00000188859	ENST00000354422	ENSP00000346404	FAM78B	-	1
ENSG00000264522	ENST00000581312	ENSP00000462729	OTUD7B	-	1
ENSG00000163564	ENST00000368140	ENSP00000357122	PYHIN1	+	1
ENSG00000135862	ENST00000258341	ENSP00000258341	LAMC1	+	1
ENSG00000158473	ENST00000674085	ENSP00000501100	CD1D	+	1
ENSG00000163191	ENST00000271638	ENSP00000271638	S100A11	-	1
ENSG00000215853	ENST00000316073	ENSP00000317895	RPTN	-	1
ENSG00000143198	ENST00000367889	ENSP00000356864	MGST3	+	1
ENSG00000143318	ENST00000368078	ENSP00000357057	CASQ1	+	1
ENSG00000143297	ENST00000361835	ENSP00000354691	FCRL5	-	1
ENSG00000162736	ENST00000294785	ENSP00000294785	NCSTN	+	1
ENSG00000117560	ENST00000367721	ENSP00000356694	FASLG	+	1
ENSG00000135823	ENST00000258301	ENSP00000258301	STX6	-	1
ENSG00000171722	ENST00000367935	ENSP00000356912	SPATA46	-	1
ENSG00000143621	ENST00000361891	ENSP00000355011	ILF2	-	1
ENSG00000143155	ENST00000367833	ENSP00000356807	TIPRL	+	1
ENSG00000143156	ENST00000367811	ENSP00000356785	NME7	-	1
ENSG00000198771	ENST00000367854	ENSP00000356828	RCSD1	+	1
ENSG00000116147	ENST00000367674	ENSP00000356646	TNR	-	1
ENSG00000213064	ENST00000271375	ENSP00000271375	SFT2D2	+	1
ENSG00000143179	ENST00000367879	ENSP00000356853	UCK2	+	1
ENSG00000143315	ENST00000368090	ENSP00000357069	PIGM	-	1
ENSG00000116199	ENST00000263733	ENSP00000263733	FAM20B	+	1
ENSG00000143185	ENST00000367819	ENSP00000356793	XCL2	-	1
ENSG00000007933	ENST00000367755	ENSP00000356729	FMO3	+	1
ENSG00000116260	ENST00000367602	ENSP00000356574	QSOX1	+	1
ENSG00000117475	ENST00000367808	ENSP00000356782	BLZF1	+	1
ENSG00000143190	ENST00000367866	ENSP00000356840	POU2F1	+	1
ENSG00000159348	ENST00000367249	ENSP00000356218	CYB5R1	-	1
ENSG00000075945	ENST00000361580	ENSP00000354560	KIFAP3	-	1
ENSG00000162779	ENST00000367618	ENSP00000356590	AXDND1	+	1
ENSG00000092607	ENST00000369429	ENSP00000358437	TBX15	-	1
ENSG00000117091	ENST00000368046	ENSP00000357025	CD48	-	1
ENSG00000163209	ENST00000295367	ENSP00000295367	SPRR3	+	1
ENSG00000122218	ENST00000241704	ENSP00000241704	COPA	-	1
ENSG00000143171	ENST00000359842	ENSP00000352900	RXRG	-	1
ENSG00000047410	ENST00000367478	ENSP00000356448	TPR	-	1
ENSG00000018625	ENST00000361216	ENSP00000354490	ATP1A2	+	1
ENSG00000171806	ENST00000310392	ENSP00000307975	METTL18	-	1
ENSG00000213088	ENST00000368122	ENSP00000357104	ACKR1	+	1
ENSG00000198574	ENST00000367929	ENSP00000356906	SH2D1B	-	1
ENSG00000134216	ENST00000369740	ENSP00000358755	CHIA	+	1
ENSG00000162694	ENST00000370114	ENSP00000359132	EXTL2	-	1
ENSG00000163207	ENST00000368764	ENSP00000357753	IVL	+	1
ENSG00000132716	ENST00000368074	ENSP00000357053	DCAF8	-	1
ENSG00000183853	ENST00000359209	ENSP00000352138	KIRREL1	+	1
ENSG00000143401	ENST00000583931	ENSP00000463154	ANP32E	-	1
ENSG00000118197	ENST00000331314	ENSP00000330460	DDX59	-	1
ENSG00000135842	ENST00000367511	ENSP00000356481	NIBAN1	-	1
ENSG00000198734	ENST00000367797	ENSP00000356771	F5	-	1
ENSG00000077152	ENST00000646651	ENSP00000494957	UBE2T	-	1
ENSG00000133048	ENST00000255409	ENSP00000255409	CHI3L1	-	1
ENSG00000121454	ENST00000263726	ENSP00000263726	LHX4	+	1
ENSG00000126070	ENST00000373191	ENSP00000362287	AGO3	+	1
ENSG00000184155	ENST00000334857	ENSP00000334441	OR10J5	-	1
ENSG00000163157	ENST00000295314	ENSP00000295314	TMOD4	-	1
ENSG00000117036	ENST00000368192	ENSP00000357175	ETV3	-	1
ENSG00000058085	ENST00000264144	ENSP00000264144	LAMC2	+	1
ENSG00000183155	ENST00000367262	ENSP00000356231	RABIF	-	1
ENSG00000117533	ENST00000236192	ENSP00000236192	VAMP4	-	1
ENSG00000116815	ENST00000369489	ENSP00000358501	CD58	-	1
ENSG00000116741	ENST00000235382	ENSP00000235382	RGS2	+	1
ENSG00000122482	ENST00000337393	ENSP00000337008	ZNF644	-	1
ENSG00000123843	ENST00000367078	ENSP00000356045	C4BPB	+	1
ENSG00000143167	ENST00000367868	ENSP00000356842	GPA33	-	1
ENSG00000143184	ENST00000367818	ENSP00000356792	XCL1	+	1
ENSG00000203685	ENST00000366788	ENSP00000355752	STUM	+	1
ENSG00000131788	ENST00000393045	ENSP00000376765	PIAS3	-	1
ENSG00000171786	ENST00000302101	ENSP00000302189	NHLH1	+	1
ENSG00000177807	ENST00000644903	ENSP00000495557	KCNJ10	-	1
ENSG00000163485	ENST00000337894	ENSP00000338435	ADORA1	+	1
ENSG00000123838	ENST00000367070	ENSP00000356037	C4BPA	+	1
ENSG00000000971	ENST00000367429	ENSP00000356399	CFH	+	1
ENSG00000143228	ENST00000271452	ENSP00000271452	NUF2	+	1
ENSG00000174514	ENST00000367147	ENSP00000356115	MFSD4A	+	1
ENSG00000143178	ENST00000367821	ENSP00000356795	TBX19	+	1
ENSG00000162409	ENST00000371244	ENSP00000360290	PRKAA2	+	1
ENSG00000116833	ENST00000367362	ENSP00000356331	NR5A2	+	1
ENSG00000000457	ENST00000367771	ENSP00000356745	SCYL3	-	1
ENSG00000143507	ENST00000366899	ENSP00000355866	DUSP10	-	1
ENSG00000198483	ENST00000355594	ENSP00000347802	ANKRD35	-	1
ENSG00000143367	ENST00000368849	ENSP00000357842	TUFT1	+	1
ENSG00000197959	ENST00000627582	ENSP00000486701	DNM3	+	1
ENSG00000133063	ENST00000367229	ENSP00000356198	CHIT1	-	1
ENSG00000180999	ENST00000367727	ENSP00000356700	C1orf105	+	1
ENSG00000203784	ENST00000368747	ENSP00000357736	LELP1	+	1
ENSG00000157064	ENST00000287713	ENSP00000287713	NMNAT2	-	1
ENSG00000059588	ENST00000040877	ENSP00000040877	TARBP1	-	1
ENSG00000265972	ENST00000582401	ENSP00000462521	TXNIP	-	1
ENSG00000143162	ENST00000370509	ENSP00000359540	CREG1	-	1
ENSG00000159166	ENST00000391967	ENSP00000375829	LAD1	-	1
ENSG00000117153	ENST00000367261	ENSP00000356230	KLHL12	-	1
ENSG00000122224	ENST00000263285	ENSP00000263285	LY9	+	1
ENSG00000131779	ENST00000369306	ENSP00000358312	PEX11B	-	1
ENSG00000162782	ENST00000444136	ENSP00000406052	TDRD5	+	1
ENSG00000162704	ENST00000359856	ENSP00000352918	ARPC5	-	1
ENSG00000143653	ENST00000366510	ENSP00000355467	SCCPDH	+	1
ENSG00000135837	ENST00000367607	ENSP00000356579	CEP350	+	1
ENSG00000117595	ENST00000367021	ENSP00000355988	IRF6	-	1
ENSG00000158711	ENST00000357992	ENSP00000350681	ELK4	-	1
ENSG00000163444	ENST00000367242	ENSP00000356211	TMEM183A	+	1
ENSG00000162851	ENST00000366514	ENSP00000355471	TFB2M	-	1
ENSG00000143353	ENST00000366928	ENSP00000355895	LYPLAL1	+	1
ENSG00000197965	ENST00000359523	ENSP00000352513	MPZL1	+	1
ENSG00000143493	ENST00000366994	ENSP00000355961	INTS7	-	1
ENSG00000179397	ENST00000366534	ENSP00000355492	CATSPERE	+	1
ENSG00000117592	ENST00000340385	ENSP00000342026	PRDX6	+	1
ENSG00000152904	ENST00000282841	ENSP00000282841	GGPS1	+	1
ENSG00000186197	ENST00000334232	ENSP00000335076	EDARADD	+	1
ENSG00000094963	ENST00000209929	ENSP00000209929	FMO2	+	1
ENSG00000162670	ENST00000367462	ENSP00000356432	BRINP3	-	1
ENSG00000159176	ENST00000340006	ENSP00000345079	CSRP1	-	1
ENSG00000162761	ENST00000342310	ENSP00000340226	LMX1A	-	1
ENSG00000143199	ENST00000367851	ENSP00000356825	ADCY10	-	1
ENSG00000117479	ENST00000236137	ENSP00000236137	SLC19A2	-	1
ENSG00000179930	ENST00000339948	ENSP00000344129	ZNF648	-	1
ENSG00000007908	ENST00000333360	ENSP00000331736	SELE	-	1
ENSG00000092978	ENST00000366935	ENSP00000355902	GPATCH2	-	1
ENSG00000143499	ENST00000366957	ENSP00000355924	SMYD2	+	1
ENSG00000163518	ENST00000271532	ENSP00000271532	FCRL4	-	1
ENSG00000188404	ENST00000236147	ENSP00000236147	SELL	-	1
ENSG00000143196	ENST00000367817	ENSP00000356791	DPT	-	1
ENSG00000203697	ENST00000366872	ENSP00000355837	CAPN8	-	1
ENSG00000116574	ENST00000366691	ENSP00000355652	RHOU	+	1
ENSG00000186283	ENST00000367627	ENSP00000356599	TOR3A	+	1
ENSG00000159346	ENST00000340990	ENSP00000341785	ADIPOR1	-	1
ENSG00000160856	ENST00000368184	ENSP00000357167	FCRL3	-	1
ENSG00000121481	ENST00000367510	ENSP00000356480	RNF2	+	1
ENSG00000117139	ENST00000367265	ENSP00000356234	KDM5B	-	1
ENSG00000143248	ENST00000313961	ENSP00000319308	RGS5	-	1
ENSG00000132704	ENST00000361516	ENSP00000355157	FCRL2	-	1
ENSG00000162814	ENST00000366933	ENSP00000355900	SPATA17	+	1
ENSG00000163435	ENST00000367284	ENSP00000356253	ELF3	+	1
ENSG00000116132	ENST00000239461	ENSP00000239461	PRRX1	+	1
ENSG00000116679	ENST00000367498	ENSP00000356468	IVNS1ABP	-	1
ENSG00000162706	ENST00000368125	ENSP00000357107	CADM3	+	1
ENSG00000021852	ENST00000371237	ENSP00000360281	C8B	-	1
ENSG00000152092	ENST00000361833	ENSP00000354536	ASTN1	-	1
ENSG00000143476	ENST00000366991	ENSP00000355958	DTL	+	1
ENSG00000121486	ENST00000367506	ENSP00000356476	TRMT1L	-	1
ENSG00000117594	ENST00000367027	ENSP00000355994	HSD11B1	+	1
ENSG00000057252	ENST00000367619	ENSP00000356591	SOAT1	+	1
ENSG00000123685	ENST00000243440	ENSP00000243440	BATF3	-	1
ENSG00000162852	ENST00000366513	ENSP00000355470	CNST	+	1
ENSG00000143842	ENST00000367204	ENSP00000356172	SOX13	+	1
ENSG00000116962	ENST00000264187	ENSP00000264187	NID1	-	1
ENSG00000159388	ENST00000290551	ENSP00000290551	BTG2	+	1
ENSG00000181450	ENST00000343776	ENSP00000344828	ZNF678	+	1
ENSG00000120333	ENST00000476371	ENSP00000420714	MRPS14	-	1
ENSG00000117090	ENST00000302035	ENSP00000306190	SLAMF1	-	1
ENSG00000162753	ENST00000367714	ENSP00000356687	SLC9C2	-	1
ENSG00000143355	ENST00000367387	ENSP00000356357	LHX9	+	1
ENSG00000117597	ENST00000491415	ENSP00000419005	UTP25	+	1
ENSG00000121644	ENST00000302550	ENSP00000306528	DESI2	+	1
ENSG00000174502	ENST00000367135	ENSP00000356103	SLC26A9	-	1
ENSG00000158715	ENST00000367145	ENSP00000356113	SLC45A3	-	1
ENSG00000143195	ENST00000271417	ENSP00000271417	ILDR2	-	1
ENSG00000162849	ENST00000407071	ENSP00000385545	KIF26B	+	1
ENSG00000067533	ENST00000366932	ENSP00000355899	RRP15	+	1
ENSG00000133055	ENST00000255416	ENSP00000255416	MYBPH	-	1
ENSG00000116209	ENST00000234831	ENSP00000234831	TMEM59	-	1
ENSG00000143643	ENST00000366661	ENSP00000355621	TTC13	-	1
ENSG00000116161	ENST00000367679	ENSP00000356652	CACYBP	+	1
ENSG00000173627	ENST00000308641	ENSP00000310622	APOBEC4	-	1
ENSG00000067704	ENST00000366922	ENSP00000355889	IARS2	+	1
ENSG00000077157	ENST00000608999	ENSP00000476755	PPP1R12B	+	1
ENSG00000152104	ENST00000366956	ENSP00000355923	PTPN14	-	1
ENSG00000162909	ENST00000295006	ENSP00000295006	CAPN2	+	1
ENSG00000122180	ENST00000241651	ENSP00000241651	MYOG	-	1
ENSG00000117650	ENST00000366999	ENSP00000355966	NEK2	-	1
ENSG00000203724	ENST00000367393	ENSP00000356363	C1orf53	+	1
ENSG00000158764	ENST00000368029	ENSP00000357008	ITLN2	-	1
ENSG00000188783	ENST00000343110	ENSP00000343924	PRELP	+	1
ENSG00000168118	ENST00000366690	ENSP00000355651	RAB4A	+	1
ENSG00000173726	ENST00000366607	ENSP00000355566	TOMM20	-	1
ENSG00000152382	ENST00000367874	ENSP00000356848	TADA1	-	1
ENSG00000143839	ENST00000272190	ENSP00000272190	REN	-	1
ENSG00000173409	ENST00000310256	ENSP00000312458	ARV1	+	1
ENSG00000143514	ENST00000343537	ENSP00000341957	TP53BP2	-	1
ENSG00000135829	ENST00000367549	ENSP00000356520	DHX9	+	1
ENSG00000134717	ENST00000313334	ENSP00000360664	BTF3L4	+	1
ENSG00000116668	ENST00000367500	ENSP00000356470	SWT1	+	1
ENSG00000143756	ENST00000366862	ENSP00000355827	FBXO28	+	1
ENSG00000143702	ENST00000366542	ENSP00000355500	CEP170	-	1
ENSG00000143207	ENST00000367669	ENSP00000356641	COP1	-	1
ENSG00000122176	ENST00000354955	ENSP00000347041	FMOD	-	1
ENSG00000240021	ENST00000319416	ENSP00000323795	TEX35	+	1
ENSG00000026751	ENST00000368043	ENSP00000357022	SLAMF7	+	1
ENSG00000150681	ENST00000367460	ENSP00000356430	RGS18	+	1
ENSG00000116906	ENST00000366647	ENSP00000355607	GNPAT	+	1
ENSG00000092969	ENST00000366930	ENSP00000355897	TGFB2	+	1
ENSG00000163545	ENST00000367157	ENSP00000356125	NUAK2	-	1
ENSG00000157181	ENST00000287859	ENSP00000287859	ODR4	+	1
ENSG00000143153	ENST00000367815	ENSP00000356789	ATP1B1	+	1
ENSG00000120332	ENST00000239462	ENSP00000239462	TNN	+	1
ENSG00000076258	ENST00000367749	ENSP00000356723	FMO4	+	1
ENSG00000117697	ENST00000366977	ENSP00000355944	NSL1	-	1
ENSG00000162669	ENST00000370425	ENSP00000359454	HFM1	-	1
ENSG00000132681	ENST00000368081	ENSP00000357060	ATP1A4	+	1
ENSG00000143641	ENST00000366672	ENSP00000355632	GALNT2	+	1
ENSG00000010932	ENST00000617670	ENSP00000481732	FMO1	+	1
ENSG00000010072	ENST00000295050	ENSP00000295050	SPRTN	+	1
ENSG00000135766	ENST00000366641	ENSP00000355601	EGLN1	-	1
ENSG00000163534	ENST00000368176	ENSP00000357158	FCRL1	-	1
ENSG00000143816	ENST00000272164	ENSP00000272164	WNT9A	-	1
ENSG00000168243	ENST00000391854	ENSP00000375727	GNG4	-	1
ENSG00000116183	ENST00000367662	ENSP00000356634	PAPPA2	+	1
ENSG00000116218	ENST00000367615	ENSP00000356587	NPHS2	-	1
ENSG00000170382	ENST00000367177	ENSP00000356145	LRRN2	-	1
ENSG00000066027	ENST00000261461	ENSP00000261461	PPP2R5A	+	1
ENSG00000162733	ENST00000367921	ENSP00000356898	DDR2	+	1
ENSG00000188770	ENST00000367222	ENSP00000356191	OPTC	+	1
ENSG00000173728	ENST00000308105	ENSP00000311218	C1orf100	+	1
ENSG00000094975	ENST00000263688	ENSP00000263688	SUCO	+	1
ENSG00000162772	ENST00000341491	ENSP00000344352	ATF3	+	1
ENSG00000135828	ENST00000367559	ENSP00000356530	RNASEL	-	1
ENSG00000076356	ENST00000367033	ENSP00000356000	PLXNA2	-	1
ENSG00000185523	ENST00000332912	ENSP00000419160	SPATA45	-	1
ENSG00000116711	ENST00000367466	ENSP00000356436	PLA2G4A	+	1
ENSG00000143845	ENST00000367202	ENSP00000356170	ETNK2	-	1
ENSG00000069812	ENST00000377834	ENSP00000367065	HES2	-	1
ENSG00000157060	ENST00000367547	ENSP00000356518	SHCBP1L	-	1
ENSG00000009790	ENST00000367025	ENSP00000355992	TRAF3IP3	+	1
ENSG00000162813	ENST00000322067	ENSP00000318852	BPNT1	-	1
ENSG00000123684	ENST00000366997	ENSP00000355964	LPGAT1	-	1
ENSG00000117707	ENST00000366958	ENSP00000355925	PROX1	+	1
ENSG00000196482	ENST00000408911	ENSP00000386171	ESRRG	-	1
ENSG00000123836	ENST00000367080	ENSP00000356047	PFKFB2	+	1
ENSG00000117691	ENST00000366988	ENSP00000355955	NENF	+	1
ENSG00000118873	ENST00000358951	ENSP00000351832	RAB3GAP2	-	1
ENSG00000203705	ENST00000366974	ENSP00000355941	TATDN3	+	1
ENSG00000174175	ENST00000263686	ENSP00000263686	SELP	-	1
ENSG00000081237	ENST00000442510	ENSP00000411355	PTPRC	+	1
ENSG00000008118	ENST00000361322	ENSP00000354861	CAMK1G	+	1
ENSG00000171161	ENST00000306562	ENSP00000421915	ZNF672	+	1
ENSG00000152332	ENST00000489294	ENSP00000420270	UHMK1	+	1
ENSG00000162757	ENST00000294811	ENSP00000294811	C1orf74	-	1
ENSG00000196878	ENST00000356082	ENSP00000348384	LAMB3	-	1
ENSG00000133059	ENST00000367162	ENSP00000356130	DSTYK	-	1
ENSG00000186007	ENST00000367153	ENSP00000356121	LEMD1	-	1
ENSG00000074964	ENST00000361221	ENSP00000355060	ARHGEF10L	+	1
